iter	Logloss
208	0.4007957883
209	0.4004448834
210	0.4000219644
211	0.399611754
212	0.3991841073
213	0.3984528472
214	0.3980332502
215	0.3976453244
216	0.3971916653
217	0.3968989091
218	0.3965770194
219	0.3960956614
220	0.3957059021
221	0.3954436997
222	0.3951159463
223	0.3947817812
224	0.3943782531
225	0.3938834857
226	0.3931799639
227	0.3928642908
228	0.3923603265
229	0.3918734132
230	0.3914222396
231	0.3908981829
232	0.3903056806
233	0.3897873192
234	0.3894327579
235	0.3890170293
236	0.3883834875
237	0.3880074377
238	0.3877128655
239	0.3873960877
240	0.3871157536
241	0.3868126248
242	0.3863323182
243	0.3860370938
244	0.3855774805
245	0.3851550824
246	0.3847495782
247	0.3841718239
248	0.3835521723
249	0.3833010647
250	0.3828589334
251	0.3822623833
252	0.3820140746
253	0.3814206693
254	0.3808270269
255	0.3804425819
256	0.3801181561
257	0.3798194049
258	0.3793640311
259	0.3789450699
260	0.3783303553
261	0.3780025308
262	0.3775493263
263	0.3770506247
264	0.3768224156
265	0.3765741391
266	0.3761762064
267	0.3758836101
268	0.3756236797
269	0.3751909287
270	0.3749926044
271	0.3746316212
272	0.3744054616
273	0.3739007245
274	0.373503046
275	0.373241639
276	0.3730042686
277	0.3727633841
278	0.3723738556
279	0.3720903291
280	0.3716105178
281	0.3709923327
282	0.3707830968
283	0.3705225953
284	0.3702049612
285	0.3699411166
286	0.3695895728
287	0.3693389244
288	0.3691335336
289	0.3688118306
290	0.3686255893
291	0.3682468122
292	0.3680314773
293	0.3677943277
294	0.3674254335
295	0.3669913371
296	0.3668112658
297	0.3665090258
298	0.3662363467
299	0.3658845467
300	0.3654693104
301	0.3651975093
302	0.3646347167
303	0.364346245
304	0.3641069123
305	0.3635624525
306	0.3630134516
307	0.3626017381
308	0.3622143902
309	0.3618842531
310	0.3614500581
311	0.3610882313
312	0.3608393468
313	0.3606056331
314	0.3601602323
315	0.3597579059
316	0.3594540376
317	0.3589087748
318	0.3585787126
319	0.3583253146
320	0.3580148836
321	0.3576620996
322	0.3572702676
323	0.3569476761
324	0.3566838184
325	0.3562972297
326	0.355941496
327	0.3554981614
328	0.3552124999
329	0.3547602752
330	0.3544155919
331	0.3542225626
332	0.3536997204
333	0.3534631064
334	0.3533647227
335	0.3531252479
336	0.3528015695
337	0.3524134808
338	0.3521625558
339	0.35197964
340	0.3516840127
341	0.3513305179
342	0.3511522152
343	0.3509083821
344	0.350707324
345	0.3504591356
346	0.3498663172
347	0.3496784651
348	0.349414615
349	0.3491052752
350	0.3487354747
351	0.348494134
352	0.3482340186
353	0.3477694674
354	0.3475064145
355	0.3473004724
356	0.3469864965
357	0.3466302865
358	0.3463247371
359	0.3460101956
360	0.3457476333
361	0.3454243243
362	0.3450099609
363	0.344698942
364	0.3441289517
365	0.3438119075
366	0.3434819565
367	0.3432505339
368	0.3429145776
369	0.3426861997
370	0.3424645942
371	0.3420567595
372	0.3418065298
373	0.3415830197
374	0.3412688438
375	0.3411413485
376	0.3408726755
377	0.3406592793
378	0.3403246802
379	0.3401122005
380	0.3398811731
381	0.3395673009
382	0.3394621999
383	0.3393113728
384	0.3391031807
385	0.3388803604
386	0.3386460899
387	0.3384620961
388	0.3382858288
389	0.337962584
390	0.3377005944
391	0.3374388068
392	0.3371822923
393	0.3369849403
394	0.3368308724
395	0.336653346
396	0.3363322
397	0.3361420208
398	0.3356765752
399	0.3354643169
400	0.3352427656
401	0.3351301415
402	0.3348384236
403	0.3347156656
404	0.3343491227
405	0.3342019768
406	0.3340728694
407	0.3338510629
408	0.3336875516
409	0.3333405518
410	0.3330705109
411	0.3328438172
412	0.332559675
413	0.3323860151
414	0.3320747704
415	0.3319306154
416	0.3317116939
417	0.3314935905
418	0.3312586283
419	0.3310225346
420	0.3306506611
421	0.3304679818
422	0.3301352808
423	0.3299233701
424	0.3296380398
425	0.3292718998
426	0.3290441549
427	0.3287277419
428	0.3283803309
429	0.3281530863
430	0.327793677
431	0.3277258946
432	0.3275651368
433	0.3271954794
434	0.3270005024
435	0.3268571712
436	0.326517944
437	0.3263645559
438	0.326180899
439	0.3259272385
440	0.3257885961
441	0.3255575123
442	0.3254104983
443	0.3252507625
444	0.3250396605
445	0.3246445231
446	0.3242795378
447	0.3238905857
448	0.323687374
449	0.3235293419
450	0.3231601938
451	0.3227711624
452	0.3224895012
453	0.3223072143
454	0.3221820657
455	0.3219362576
456	0.3217239095
457	0.321513105
458	0.3213586415
459	0.3210463742
460	0.3208003396
461	0.3203550014
462	0.3199026551
463	0.319666501
464	0.3194614694
465	0.3192069616
466	0.3190371512
467	0.3187662033
468	0.3184387496
469	0.3182736104
470	0.3180801504
471	0.3177967883
472	0.3175767962
473	0.3172959575
474	0.3171578502
475	0.3168573173
476	0.3163228164
477	0.31623269
478	0.3160878264
479	0.3159678456
480	0.3156034838
481	0.3153171864
482	0.3150789092
483	0.3147918434
484	0.3146583496
485	0.3144744686
486	0.3141961181
487	0.3139924324
488	0.3138089077
489	0.3135970269
490	0.3134697545
491	0.313144885
492	0.3130063587
493	0.3126319246
494	0.3124527687
495	0.3120624564
496	0.3118382287
497	0.3116669044
498	0.3114031168
499	0.3112361368
500	0.3110688674
501	0.3109812522
502	0.3107320182
503	0.3105188103
504	0.3103712955
505	0.3101948606
506	0.3099363547
507	0.3097099018
508	0.3095639309
509	0.3093266305
510	0.3091160253
511	0.3088714539
512	0.3087262592
513	0.3085244119
514	0.3083794985
515	0.308082816
516	0.3079793249
517	0.3078330313
518	0.3077369666
519	0.3074866618
520	0.3073534841
521	0.3070661126
522	0.3069374122
523	0.3067928728
524	0.3065391208
525	0.306199778
526	0.3059443764
527	0.3057952823
528	0.3055289291
529	0.3053686866
530	0.3051157828
531	0.3048605941
532	0.3047087861
533	0.3045913995
534	0.3044570433
535	0.3041561667
536	0.3039030121
537	0.3036434487
538	0.3033925628
539	0.3031630033
540	0.3030223482
541	0.3027753093
542	0.3025851616
543	0.3023229602
544	0.3020913989
545	0.3019336907
546	0.3018083775
547	0.3015064894
548	0.3014451665
549	0.3011294246
550	0.3009338409
551	0.3007785094
552	0.3005022441
553	0.3003570685
554	0.3002248518
555	0.2999050395
556	0.2995856433
557	0.2993824213
558	0.2991194162
559	0.2988696558
560	0.2987213958
561	0.2985338457
562	0.2983622315
563	0.2981857989
564	0.2980326828
565	0.29784618
566	0.2977753459
567	0.2974692572
568	0.2972206876
569	0.2970849923
570	0.2968360953
571	0.2966885631
572	0.2965203201
573	0.2962944132
574	0.2961358175
575	0.2960316299
576	0.2958211608
577	0.2955444276
578	0.2954825883
579	0.2952987604
580	0.2951740075
581	0.2950633782
582	0.2947613376
583	0.2946015666
584	0.2944148666
585	0.2942003991
586	0.2940013864
587	0.2937854488
588	0.2935650465
589	0.2934365773
590	0.293204093
591	0.2930501265
592	0.2928151898
593	0.2926550799
594	0.2924379135
595	0.2921590543
596	0.2920387997
597	0.2918237316
598	0.2917088301
599	0.2914497356
600	0.2912830345
601	0.291218745
602	0.2910801373
603	0.2910253552
604	0.2906085089
605	0.2902586188
606	0.2901387186
607	0.2897778806
608	0.289596005
609	0.2892791102
610	0.2890777016
611	0.2889255129
612	0.2887606354
613	0.2886058319
614	0.2883122391
615	0.287995731
616	0.2879389801
617	0.2877030619
618	0.2875506042
619	0.2872995627
620	0.2871527709
621	0.2869398989
622	0.2867315789
623	0.2865166883
624	0.2862992198
625	0.2860527606
626	0.2859437167
627	0.2858197191
628	0.285623544
629	0.2855326633
630	0.285256771
631	0.285142546
632	0.2850440262
633	0.2848535851
634	0.2846069668
635	0.2845018505
636	0.2842223362
637	0.2841451065
638	0.2837146405
639	0.2836278941
640	0.2834907624
641	0.2832775352
642	0.283249082
643	0.2829317911
644	0.2827637962
645	0.2824658244
646	0.282328245
647	0.2820492829
648	0.2817914819
649	0.2816593111
650	0.2814508593
651	0.281374091
652	0.2812767605
653	0.2811000329
654	0.280986448
655	0.2807589834
656	0.2805419348
657	0.2804035466
658	0.2801920941
659	0.2799328496
660	0.2795634284
661	0.2794585526
662	0.2792721146
663	0.2789887762
664	0.2787634577
665	0.2785318962
666	0.2783006809
667	0.2777463387
668	0.2776117516
669	0.2774214796
670	0.2772449313
671	0.2769815761
672	0.2767594562
673	0.2765736206
674	0.2765051142
675	0.2763350606
676	0.2760790012
677	0.2759739045
678	0.2757759244
679	0.2754570719
680	0.2752632375
681	0.2751624693
682	0.2749570952
683	0.2748463841
684	0.2746929985
685	0.2744594415
686	0.2740444129
687	0.273837238
688	0.273512674
689	0.2733439251
690	0.2730063891
691	0.2727891856
692	0.2725039613
693	0.2723578336
694	0.2722036641
695	0.2720817186
696	0.2719332534
697	0.2717478623
698	0.2716178441
699	0.2714999175
700	0.2713489787
701	0.271186549
702	0.270951908
703	0.2708086445
704	0.2705884993
705	0.2704099608
706	0.2702608321
707	0.2701687832
708	0.2698740608
709	0.269677001
710	0.2695620949
711	0.2694981933
712	0.2691658885
713	0.2690333141
714	0.2689234066
715	0.2686320038
716	0.2684390091
717	0.2681757273
718	0.2679893394
719	0.2678466522
720	0.267446642
721	0.2671399904
722	0.2668948963
723	0.2666525386
724	0.2664858378
725	0.2663036513
726	0.2662432057
727	0.2660618841
728	0.2659603578
729	0.2658521752
730	0.265516045
731	0.2650685777
732	0.2649892971
733	0.2646218384
734	0.2644244428
735	0.2643086442
736	0.2641801965
737	0.2640556243
738	0.263831089
739	0.263598425
740	0.2633922195
741	0.2632304145
742	0.2631092746
743	0.262898487
744	0.2627485466
745	0.2625802809
746	0.2623413637
747	0.26212636
748	0.2620168902
749	0.2619226203
750	0.2617129094
751	0.2615073157
752	0.2613259292
753	0.2612015993
754	0.2610318278
755	0.2607883694
756	0.2606022268
757	0.2605527862
758	0.2603407504
759	0.2602330124
760	0.2601051401
761	0.2599530897
762	0.2597662612
763	0.2596392064
764	0.2592611809
765	0.2591696009
766	0.2589851295
767	0.2587952823
768	0.258718658
769	0.258545005
770	0.258383062
771	0.2579916381
772	0.2578259839
773	0.2577324015
774	0.2575833791
775	0.2573086235
776	0.2570540561
777	0.2567969356
778	0.2566622289
779	0.2565303836
780	0.2563045556
781	0.2560972418
782	0.2559034353
783	0.2557740851
784	0.2557041187
785	0.2554376858
786	0.2553647839
787	0.2552865252
788	0.2552316682
789	0.2550972439
790	0.2548664024
791	0.2547089771
792	0.2546334051
793	0.2544511106
794	0.2542704977
795	0.2537648951
796	0.2536250114
797	0.253461784
798	0.2532739738
799	0.2531221307
800	0.2530333164
801	0.2528168297
802	0.252676654
803	0.2524935207
804	0.2523333958
805	0.2520498073
806	0.2517285537
807	0.251614643
808	0.2514852233
809	0.2513789934
810	0.2510734915
811	0.250780476
812	0.2505103319
813	0.2504052189
814	0.2502708523
815	0.2502005116
816	0.2499479019
817	0.2497824452
818	0.2496525048
819	0.2495222503
820	0.2494290952
821	0.2493213028
822	0.2491801974
823	0.2491407712
824	0.2490106634
825	0.2487798837
826	0.2486918277
827	0.2485173579
828	0.2483464527
829	0.2482338952
830	0.2481620113
831	0.2480589711
832	0.2479041454
833	0.2477729479
834	0.2476752306
835	0.2474200787
836	0.2472923369
837	0.2471504111
838	0.2469023848
839	0.2467406882
840	0.2465987366
841	0.2464713253
842	0.2462152982
843	0.2459306516
844	0.2457626097
845	0.2454721293
846	0.2453180267
847	0.2451679285
848	0.2450456077
849	0.2447461137
850	0.2446537573
851	0.2445050563
852	0.244399551
853	0.2439759906
854	0.2438403585
855	0.2435885271
856	0.2434062137
857	0.2432576995
858	0.2432099879
859	0.2431470467
860	0.2429615067
861	0.2427843112
862	0.2427455857
863	0.2425870963
864	0.2425034589
865	0.2423668538
866	0.2421905645
867	0.2420616617
868	0.2418491618
869	0.2418142621
870	0.2415990769
871	0.2414797087
872	0.2412574305
873	0.241100055
874	0.2409149565
875	0.2407085865
876	0.240592283
877	0.2404796675
878	0.2403224047
879	0.2401482082
880	0.2398619944
881	0.2396510525
882	0.2395183212
883	0.2394081867
884	0.2391359524
885	0.2389793826
886	0.2388684199
887	0.2385695019
888	0.2383091117
889	0.2382755048
890	0.2380859562
891	0.2378720532
892	0.2377231223
893	0.2374846049
894	0.2373962554
895	0.2372393557
896	0.2371898119
897	0.2368465572
898	0.2367044009
899	0.2364881633
900	0.2362324257
901	0.2359124075
902	0.2358249883
903	0.2353734502
904	0.2352477373
905	0.2350487442
906	0.2349198878
907	0.2347490288
908	0.2345476269
909	0.2343596749
910	0.2341856485
911	0.2340546164
912	0.2340207484
913	0.2338615669
914	0.2336780473
915	0.2334101546
916	0.233238525
917	0.2331125562
918	0.2329170534
919	0.2327629156
920	0.2326573903
921	0.2324365431
922	0.2322426375
923	0.2319812777
924	0.2317837623
925	0.2315948705
926	0.2315366745
927	0.2314990574
928	0.2313681856
929	0.2311460476
930	0.2309287446
931	0.2308417465
932	0.2307275566
933	0.2306351608
934	0.2303814544
935	0.2302198054
936	0.2301131858
937	0.2299363265
938	0.2298140963
939	0.229711791
940	0.2295699455
941	0.2294900938
942	0.2293715076
943	0.2292764727
944	0.2292522435
945	0.2291335662
946	0.2290044527
947	0.2289090429
948	0.2287793174
949	0.2285819784
950	0.2284439272
951	0.228399326
952	0.2282466756
953	0.2281549852
954	0.2280420758
955	0.2278957318
956	0.227746179
957	0.2276104138
958	0.2274142991
959	0.2272558716
960	0.227199839
961	0.2270902606
962	0.2268615988
963	0.226759571
964	0.2266351706
965	0.2265667491
966	0.2263211084
967	0.2261860757
968	0.2260427932
969	0.2258781815
970	0.2257335853
971	0.2255368573
972	0.2254414863
973	0.2252900075
974	0.2251867006
975	0.2249910163
976	0.2249162925
977	0.2246737191
978	0.2246410039
979	0.2244622022
980	0.22433378
981	0.2242285423
982	0.2241733125
983	0.223962913
984	0.2237643163
985	0.2236266056
986	0.223514932
987	0.2234594847
988	0.2232926064
989	0.2231921464
990	0.223105328
991	0.2229251692
992	0.2227482657
993	0.2224572426
994	0.2223390648
995	0.2222072557
996	0.2221542115
997	0.221921571
998	0.2218483751
999	0.2216472087
